play_pattern,under_pressure,body_part,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,assisted,distance,angle,duration,goal
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,0,16.1245154965971,29.74488129694222,0.962615,0
From Free Kick,0,foot,Volley,0,0,0,1,1,0,0,4.123105625617661,75.96375653207353,0.21171,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,29.8328677803526,13.570434385161484,1.154882,0
From Free Kick,1,foot,Normal,0,0,0,0,0,0,1,17.4928556845359,59.036243467926475,0.7513,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,9.486832980505136,18.434948822922014,0.6936,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,8.246211251235321,14.03624346792648,1.1905,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.54400374531753,20.556045219583464,1.4101,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,21.213203435596427,8.130102354155978,0.2761,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,8.06225774829855,29.74488129694222,1.3082,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.65863337187866,12.528807709151511,0.8357,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,10.44030650891055,16.699244233993618,1.1556,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,33.61547262794322,30.379126011368342,1.113901,0
From Throw In,0,foot,Half Volley,0,0,0,0,0,0,0,20.8806130178211,16.699244233993618,1.182701,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,36.013886210738214,1.5911402711945872,0.3523,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,25.806975801127876,35.53767779197438,1.4454,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,1,4.0,0.0,0.327,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,33.015148038438355,1.7357045889283889,0.9519,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,6.4031242374328485,38.659808254090095,0.1193,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.848857801796104,23.962488974578186,0.5477,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,6.708203932499369,26.56505117707799,0.3113,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,14.560219778561034,74.05460409907715,0.1589,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,15.811388300841895,18.434948822922014,0.1369,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.211102550927977,33.690067525979785,0.1866,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,17.691806012954128,47.290610042638534,0.0878,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,42.0,0.0,2.1577900000000003,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,16.76305461424021,17.35402463626132,1.146,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,6.708203932499369,26.56505117707799,0.1766,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.586228448267445,46.46880071438582,1.7873,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.6157731058639095,66.80140948635183,0.0684,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,18.027756377319946,33.690067525979785,0.1328,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,34.17601498127012,20.556045219583464,1.78158,0
From Goal Kick,1,foot,Normal,0,0,0,0,0,0,0,28.0178514522438,34.824489156956794,0.4225,0
From Goal Kick,0,foot,Normal,1,0,0,0,0,0,0,19.104973174542803,6.009005957494526,1.0624,0
From Throw In,0,foot,Half Volley,1,0,0,0,0,0,0,19.697715603592208,66.03751102542182,0.554463,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,26.248809496813372,40.36453657309736,1.4729,1
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,13.601470508735444,72.89727103094764,0.2481,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.94427190999916,26.56505117707799,1.093683,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,5.385164807134505,21.801409486351808,0.2925,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,36.24913792078372,24.443954780416536,0.1292,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,0,26.305892875931807,8.74616226255521,0.2818,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,30.14962686336267,5.710593137499642,1.587174,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,29.966648127543394,64.29004621918874,1.1306,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,28.23118842698621,22.932100437589778,1.395,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,5.0,0.0,0.909065,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,1,17.720045146669353,16.389540334034788,1.436755,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,9.055385138137416,6.340191745909909,1.780138,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,0,15.524174696260026,14.931417178137552,0.7762,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,22.13594362117865,18.434948822922014,1.164244,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.586228448267445,43.53119928561418,0.9469,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,39.812058474788756,11.592175410291071,1.8549,0
From Throw In,0,foot,Normal,0,1,0,0,0,0,0,20.615528128088304,14.03624346792648,0.6993,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,14.31782106327635,24.775140568831922,0.948547,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,26.0768096208106,32.47119229084849,1.2958,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,33.24154027718932,6.911227119024682,0.943717,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,1,26.83281572999748,26.56505117707799,1.5856,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,9.848857801796104,23.962488974578186,0.0866,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,14.422205101855955,33.690067525979785,0.0228,0
From Throw In,0,foot,Half Volley,0,0,0,0,0,0,0,18.60107523773827,36.25383773744479,0.1723,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,14.035668847618199,4.0856167799748775,1.288512,0
Regular Play,0,foot,Half Volley,0,0,0,0,0,0,1,14.142135623730953,8.130102354155978,0.0812,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.211102550927977,56.309932474020215,1.1209129999999998,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,12.083045973594572,24.443954780416536,0.8524950000000001,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,23.259406699226016,25.46334506187161,0.2335,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,6.708203932499369,26.56505117707799,1.596917,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.219544457292887,49.398705354995535,0.7355,0
From Corner,0,foot,Volley,0,0,0,0,0,0,0,11.6619037896906,30.96375653207352,0.988791,0
From Throw In,0,foot,Normal,0,1,0,0,0,0,1,13.45362404707371,48.01278750418334,0.4795,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,27.018512172212592,2.1210963966614536,0.61779,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,26.0,0.0,0.173094,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,24.698178070456933,21.370622269343183,1.142628,0
From Throw In,0,foot,Normal,0,0,0,1,0,0,1,8.602325267042627,54.46232220802562,1.204831,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,21.18962010041709,19.290046219188735,0.954913,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,17.464249196572982,13.240519915187207,0.691157,0
From Corner,0,foot,Half Volley,0,0,0,0,0,1,0,4.123105625617661,14.03624346792648,1.1807,1
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,28.30194339616981,32.00538320808349,1.1396,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,17.08800749063506,69.44395478041653,0.6121,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,23.19482700948641,7.431407971172508,0.2888,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,22.803508501982762,37.874983651098205,1.576709,0
From Corner,0,foot,Half Volley,0,0,0,0,0,0,0,9.219544457292887,40.601294645004465,0.103,0
From Free Kick,0,foot,Normal,0,1,0,1,0,0,1,12.806248474865697,51.34019174590991,0.6209,1
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,11.6619037896906,30.96375653207352,0.901098,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,13.601470508735444,17.102728969052375,0.5027,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.06225774829855,7.125016348901798,0.754814,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,28.319604517012596,42.137594773888246,1.322324,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,14.866068747318506,70.34617594194671,0.2154,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,0,29.12043955712207,15.945395900922856,1.096465,0
Regular Play,1,foot,Normal,1,0,0,0,0,0,1,14.035668847618199,4.0856167799748775,0.71275,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,1,24.59674775249769,26.56505117707799,1.051,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,18.439088914585774,12.528807709151511,0.949717,1
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,8.602325267042627,54.46232220802562,0.5926,1
Regular Play,0,foot,Volley,0,0,0,0,0,0,1,10.198039027185569,11.309932474020215,1.7439919999999998,0
Regular Play,0,foot,Half Volley,0,1,0,0,0,0,1,12.806248474865697,38.659808254090095,0.1581,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,20.248456731316587,20.224859431168078,0.8362860000000001,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,1,13.41640786499874,26.56505117707799,1.058163,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,37.21558813185679,30.69972255081441,1.34889,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,23.19482700948641,7.431407971172508,0.6437,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,20.8806130178211,16.699244233993618,0.7246,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,24.186773244895647,7.125016348901798,1.424964,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,23.60084744241189,36.38435181583589,1.133222,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,40.04996878900158,2.8624052261117483,2.3443,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,26.47640458974745,10.885527054658738,0.2256,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,31.048349392520052,14.931417178137552,1.91252,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,16.401219466856727,52.431407971172504,0.392,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,26.0,22.61986494804043,1.117167,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,31.57530680769389,10.954062643398334,1.086936,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,37.576588456111864,25.201123645475068,2.236911,0
Regular Play,1,foot,Normal,0,0,0,1,0,0,1,16.401219466856727,52.431407971172504,0.6934,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,4.123105625617661,14.03624346792648,0.6543,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,15.811388300841895,34.69515353123397,1.878338,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,29.614185789921688,11.689369175439193,0.35549899999999995,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,21.02379604162864,25.346175941946694,0.3087,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,36.124783736376884,4.7636416907261765,3.5710230000000003,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,7.071067811865476,45.0,0.8629469999999999,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,34.0,28.07248693585296,1.253672,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,5.385164807134505,21.801409486351808,0.305913,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,19.104973174542803,47.121096396661464,0.8976,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,21.213203435596427,45.0,0.612631,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,10.295630140987,29.054604099077142,1.7675,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,8.602325267042627,54.46232220802562,0.745949,1
From Corner,0,foot,Volley,1,0,0,0,0,0,1,29.154759474226502,22.16634582208245,0.6832,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,10.295630140987,29.054604099077142,0.13805,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,22.36067977499789,26.56505117707799,0.290955,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,22.67156809750927,48.57633437499735,0.2211,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.85677655436824,21.037511025421818,1.559235,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,26.0,0.0,0.279,0
From Counter,0,foot,Normal,0,0,0,0,0,0,0,29.546573405388315,23.962488974578186,1.1981,0
Regular Play,0,foot,Backheel,0,0,0,0,0,0,1,14.866068747318506,42.27368900609374,0.6637,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,23.323807579381203,59.036243467926475,0.6702,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,30.14962686336267,5.710593137499642,1.631,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,0,25.612496949731394,38.659808254090095,1.392757,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,12.16552506059644,9.462322208025618,0.840461,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,13.601470508735444,36.02737338510361,0.022406,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,11.180339887498945,26.56505117707799,1.196381,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,18.027756377319946,56.309932474020215,0.8725450000000001,1
From Corner,0,foot,Normal,0,0,0,0,0,0,0,16.492422502470642,75.96375653207353,2.038242,0
From Throw In,1,foot,Normal,0,0,0,0,0,0,1,38.91015291668744,25.90650799951439,2.425736,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,0,8.06225774829855,29.74488129694222,2.3946,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,21.54065922853801,21.801409486351808,0.8804040000000001,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,32.2490309931942,29.74488129694222,1.886754,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,21.213203435596427,45.0,1.483119,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,32.280024783137954,16.189206257026946,1.857584,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,35.902646142032474,12.875001559612475,1.5281,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,42.2965719651132,6.78897457443879,2.60986,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,14.422205101855955,56.309932474020215,0.3738,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,26.0768096208106,4.398705354995532,1.4671,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,30.61045573002793,38.36748538486154,2.6384,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,17.08800749063506,20.556045219583464,0.4066,0
From Throw In,1,foot,Normal,0,0,0,0,0,0,0,22.02271554554524,2.602562202499806,1.8137,1
From Throw In,0,head,Normal,0,0,0,0,0,0,1,10.77032961426901,21.801409486351808,1.0272,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,6.708203932499369,26.56505117707799,0.6508,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,17.029386365926403,40.23635830927382,0.6182,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,11.401754250991381,15.255118703057775,1.41517,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,9.848857801796104,23.962488974578186,0.8301,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,22.02271554554524,50.52754015165618,1.00864,0
Regular Play,0,foot,Normal,0,0,1,0,0,0,0,10.0,0.0,0.134762,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,14.31782106327635,12.0947570770121,1.007219,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,11.401754250991381,37.874983651098205,2.687751,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,8.0,0.0,0.3316,0
Regular Play,0,foot,Backheel,0,0,0,0,0,0,1,11.401754250991381,15.255118703057775,1.497929,0
Regular Play,0,foot,Half Volley,0,0,0,0,0,0,1,12.0,0.0,1.450134,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,1,12.083045973594572,65.55604521958347,0.882747,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,1,8.246211251235321,14.03624346792648,0.794732,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,1,13.0,22.61986494804043,0.311037,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,0,15.811388300841895,18.434948822922014,0.8484,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,1,10.295630140987,29.054604099077142,0.8726,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,9.219544457292887,49.398705354995535,0.4515,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,15.033296378372908,3.8140748342903534,0.417437,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,16.401219466856727,52.431407971172504,0.8267770000000001,1
From Kick Off,0,foot,Normal,0,0,0,0,0,0,1,14.866068747318506,19.653824058053306,1.202106,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,6.0,0.0,0.997926,0
From Free Kick,0,foot,Normal,0,1,0,0,0,0,1,8.06225774829855,29.74488129694222,0.7463810000000001,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,17.029386365926403,40.23635830927382,0.743304,1
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,8.54400374531753,20.556045219583464,0.750449,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,30.08321791298265,21.44773632710535,1.542708,0
From Goal Kick,0,foot,Normal,1,0,0,0,0,0,1,11.401754250991381,37.874983651098205,1.461925,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,14.866068747318506,42.27368900609374,0.753035,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,10.198039027185569,11.309932474020215,1.136197,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,47.4236228055175,47.563770211465005,1.936817,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,18.35755975068582,29.35775354279128,1.094519,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,29.410882339705488,35.311213439633214,1.38582,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,0,9.486832980505136,18.434948822922014,0.2141,0
From Corner,0,foot,Volley,0,0,0,0,0,0,1,14.142135623730953,8.130102354155978,0.924907,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,34.713109915419565,11.633633998940434,2.288184,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,4.0,0.0,1.445314,1
Regular Play,0,head,Normal,0,0,0,0,0,0,1,6.4031242374328485,38.659808254090095,0.520112,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,22.02271554554524,50.52754015165618,0.37565,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,20.248456731316587,57.0947570770121,0.7202609999999999,0
Regular Play,0,foot,Half Volley,1,0,0,0,0,0,1,15.033296378372908,3.8140748342903534,1.808602,0
From Free Kick,1,foot,Lob,0,0,0,1,0,0,1,8.602325267042627,54.46232220802562,0.973399,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,28.442925306655784,10.124671655397817,1.64757,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,18.027756377319946,33.690067525979785,0.4947,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,1,25.179356624028344,6.84277341263094,1.339043,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,26.0,22.61986494804043,1.902401,0
From Throw In,0,foot,Half Volley,1,0,0,0,0,0,0,23.021728866442675,34.38034472384487,1.0363,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,30.0,0.0,2.243561,0
From Free Kick,0,head,Diving Header,0,0,0,0,0,0,1,9.899494936611664,45.0,0.5301,0
From Goal Kick,0,foot,Normal,0,1,0,0,0,0,1,19.723082923316017,30.465544919459877,1.507749,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,10.0,0.0,0.0649,0
Regular Play,0,foot,Lob,0,0,0,0,0,0,0,23.08679276123039,17.650124219930124,1.56067,0
Regular Play,0,foot,Lob,0,0,0,0,0,0,1,17.720045146669353,16.389540334034788,0.2492,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,13.341664064126336,12.994616791916506,0.8833,1
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,9.219544457292887,12.528807709151511,0.982,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,14.142135623730953,45.0,2.297014,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,14.31782106327635,65.22485943116808,1.070773,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,15.524174696260026,14.931417178137552,1.412572,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.06225774829855,7.125016348901798,0.1147,0
From Corner,0,foot,Half Volley,0,0,0,0,0,0,0,12.206555615733702,55.007979801441344,1.019814,0
From Throw In,0,foot,Volley,0,0,0,0,0,0,1,25.612496949731394,38.659808254090095,1.0172,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,12.806248474865697,38.659808254090095,1.222999,0
Regular Play,0,foot,Normal,0,0,0,0,0,1,0,22.203603311174522,35.83765295427829,1.4654,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,35.84689665786984,22.988716802080642,2.0979,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,29.732137494637012,19.653824058053306,2.489097,0
From Throw In,0,foot,Volley,0,0,0,0,0,0,1,14.560219778561034,15.945395900922856,0.303241,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,15.132745950421555,7.594643368591446,1.333418,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,18.973665961010283,71.56505117707798,1.019068,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,17.88854381999832,63.43494882292201,0.28482,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,27.018512172212592,2.1210963966614536,1.470993,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,14.142135623730953,8.130102354155978,1.654657,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.925824035672523,21.801409486351808,2.0211360000000003,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,0,11.31370849898476,45.0,1.1269,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.691806012954128,47.290610042638534,0.236,0
From Throw In,1,foot,Normal,1,0,0,0,0,0,1,7.071067811865476,8.130102354155978,0.856798,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,21.633307652783934,33.690067525979785,1.872221,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,29.5296461204668,28.300755766006368,1.849023,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,0,13.601470508735444,17.102728969052375,1.168245,1
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,13.41640786499874,26.56505117707799,0.934231,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,24.75883680627989,46.63657704161672,1.143058,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,36.345563690772494,7.907162702958457,1.4801,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.219544457292887,40.601294645004465,0.444,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,8.06225774829855,29.74488129694222,0.666345,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,7.6157731058639095,66.80140948635183,0.262063,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,13.45362404707371,48.01278750418334,0.8931620000000001,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,21.2602916254693,41.18592516570965,0.409579,0
From Counter,0,foot,Normal,0,1,0,1,0,0,1,21.470910553583888,27.758540601060023,0.4539,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,10.816653826391967,56.309932474020215,0.6864399999999999,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,18.867962264113206,32.00538320808349,0.684824,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,14.0,0.0,0.431019,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,40.04996878900158,2.8624052261117483,1.703998,0
From Corner,0,head,Diving Header,0,0,0,0,0,0,1,7.211102550927977,33.690067525979785,0.715615,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,13.0,0.0,1.3718,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,33.541019662496836,26.56505117707799,1.3799,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,30.413812651491103,9.462322208025618,1.397142,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,32.449961479175904,33.690067525979785,1.625556,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,7.211102550927977,33.690067525979785,0.363553,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,31.048349392520052,14.931417178137552,1.3985,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,29.8328677803526,13.570434385161484,1.412177,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,13.45362404707371,48.01278750418334,0.301,0
